sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	prog_rrc	NA	chased	4	chased4	The dentist being chased by her son threatened his teeth-extraction playfully .
prime	prog_rrc	NA	chased	1	chased1	The dog being chased by the boy played-with the ball .
target	rrc	prog_rrc	chased	2	chased2	The monkey chased
prime	amv	NA	recognized	3	recognized3	The poet recognized the writer and smiled .
prime	amv	NA	recognized	4	recognized4	The driver recognized the passenger and grinned cheerfully .
prime	amv	NA	recognized	1	recognized1	The man recognized the spy and took-off down the street .
target	rrc	amv	recognized	2	recognized2	The actor recognized
prime	rrc	NA	accompanied	3	accompanied3	The toddler accompanied by her parents went to the store .
prime	rrc	NA	accompanied	4	accompanied4	The builder accompanied by the architect visited the construction-site .
prime	rrc	NA	accompanied	1	accompanied1	The prince accompanied by the duke arrived at the palace .
target	rrc	rrc	accompanied	2	accompanied2	The children accompanied
prime	prog_rrc	NA	paid	3	paid3	The broker being paid by the company signed the contract .
prime	prog_rrc	NA	paid	4	paid4	The entrepreneur being paid by the industrialist founded a successful company .
prime	prog_rrc	NA	paid	1	paid1	The cashier being paid by the customer muttered something inaudibly .
target	rrc	prog_rrc	paid	2	paid2	The organization paid
prime	amv	NA	attacked	3	attacked3	The senator attacked the assassin and went to the hospital .
prime	amv	NA	attacked	4	attacked4	The analyst attacked his client and apologized .
prime	amv	NA	attacked	1	attacked1	The troops attacked the terrorists and suffered some heavy losses .
target	rrc	amv	attacked	2	attacked2	The lion attacked
prime	rrc	NA	consoled	3	consoled3	The woman consoled by her daughter smiled wistfully .
prime	rrc	NA	consoled	4	consoled4	The athlete consoled by his coach promised more effort .
prime	rrc	NA	consoled	1	consoled1	The widow consoled by her family felt better eventually .
target	rrc	rrc	consoled	2	consoled2	The teenager consoled
prime	urc	NA	scratched	3	scratched3	The dog who was scratched by a stranger barked loudly .
prime	urc	NA	scratched	4	scratched4	The diamond who was scratched by the machine remained flawless .
prime	urc	NA	scratched	1	scratched1	The girl who was scratched by the cat enjoyed the sunny afternoon .
target	rrc	urc	scratched	2	scratched2	The toddler scratched
prime	urc	NA	captured	3	captured3	The suspect who was captured by the investigator looked terrified .
prime	urc	NA	captured	4	captured4	The prisoners who was captured by the colonel escaped at-night .
prime	urc	NA	captured	1	captured1	The policeman who was captured by the kidnapper divulged a-lot-of information .
target	rrc	urc	captured	2	captured2	The witch captured
prime	urc	NA	envied	3	envied3	The man who was envied by his sister bought a new car .
prime	urc	NA	envied	4	envied4	The plumber who was envied by the carpenter was well-known .
prime	urc	NA	envied	1	envied1	The officer who was envied by the assistant quit the job .
target	rrc	urc	envied	2	envied2	The principal envied
prime	amv	NA	examined	3	examined3	The industrialist examined the auditor and hid the money .
prime	amv	NA	examined	4	examined4	The patient examined the hygenist and looked uncomfortable .
prime	amv	NA	examined	1	examined1	The defendant examined the lawyer and was unreliable .
target	rrc	amv	examined	2	examined2	The engineer examined
prime	urc	NA	described	3	described3	The chemist who was described by the writer was interested .
prime	urc	NA	described	4	described4	The physicist who was described by the journalist published many seminal articles .
prime	urc	NA	described	1	described1	The boy who was described by the lady glowed joyfully .
target	rrc	urc	described	2	described2	The secretary described
prime	urc	NA	loved	3	loved3	The kid who was loved by her parents slept peacefully .
prime	urc	NA	loved	4	loved4	The janitor who was loved by the employees was cheerful .
prime	urc	NA	loved	1	loved1	The landlord who was loved by his tenants was considerate .
target	rrc	urc	loved	2	loved2	The comedian loved
prime	rrc	NA	recorded	3	recorded3	The dancer recorded by his trainer practiced energetically .
prime	rrc	NA	recorded	4	recorded4	The influencer recorded by her fans started-trending rapidly .
prime	rrc	NA	recorded	1	recorded1	The priest recorded by the mob preached non-violence .
target	rrc	rrc	recorded	2	recorded2	The management recorded
