sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
target	rrc	rrc	admired	4	admired4	The nurse admired
prime	urc	NA	approached	1	approached1	The student who was approached by the teacher passed the exam .
prime	urc	NA	approached	2	approached2	The clerk who was approached by his manager submitted the report .
prime	urc	NA	approached	3	approached3	The spy who was approached by the agent searched-for some answers .
target	rrc	urc	approached	4	approached4	The pharmacist approached
prime	urc	NA	introduced	1	introduced1	The speaker who was introduced by the chairman charmed everyone .
prime	urc	NA	introduced	2	introduced2	The producer who was introduced by the association won many awards .
prime	urc	NA	introduced	3	introduced3	The elf who was introduced by the magician danced happily .
target	rrc	urc	introduced	4	introduced4	The therapist introduced
prime	prog_rrc	NA	sketched	1	sketched1	The culprit being sketched by the investigator escaped .
prime	prog_rrc	NA	sketched	2	sketched2	The apprentice being sketched by the artist rolled-up the canvas .
prime	prog_rrc	NA	sketched	3	sketched3	The painter being sketched by her student looked happy .
target	rrc	prog_rrc	sketched	4	sketched4	The robot sketched
