sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	urc	NA	challenged	2	challenged2	The scientist who was challenged by the journalist demonstrated the invention .
prime	urc	NA	challenged	3	challenged3	The dragon who was challenged by the wizard roared loudly .
prime	urc	NA	challenged	4	challenged4	The programmer who was challenged by the supervisor accepted her mistake .
target	rrc	urc	challenged	1	challenged1	The protestors challenged
prime	rrc	NA	selected	2	selected2	The professor selected by the university made plans-to-move .
prime	rrc	NA	selected	3	selected3	The chef selected by the restaurant advertised his signature dish .
prime	rrc	NA	selected	4	selected4	The developer selected by the team solved the problem efficiently .
target	rrc	rrc	selected	1	selected1	The applicant selected
prime	urc	NA	congratulated	2	congratulated2	The actress who was congratulated by the director talked to the media happily .
prime	urc	NA	congratulated	3	congratulated3	The governor who was congratulated by the president made a public-statement .
prime	urc	NA	congratulated	4	congratulated4	The valedictorian who was congratulated by her family beamed joyfully .
target	rrc	urc	congratulated	1	congratulated1	The captain congratulated
prime	rrc	NA	encouraged	2	encouraged2	The musician encouraged by the crowd performed a breathtaking piece .
prime	rrc	NA	encouraged	3	encouraged3	The teacher encouraged by her students brought some donuts .
prime	rrc	NA	encouraged	4	encouraged4	The hairdresser encouraged by her customer tried a new hairstyle .
target	rrc	rrc	encouraged	1	encouraged1	The gymnast encouraged
prime	prog_rrc	NA	identified	2	identified2	The warden being identified by the prisoner cracked the walnuts enthusiastically .
prime	prog_rrc	NA	identified	3	identified3	The student being identified by the researcher proposed an interesting project .
prime	prog_rrc	NA	identified	4	identified4	The electrician being identified by the company was competent .
target	rrc	prog_rrc	identified	1	identified1	The thief identified
prime	amv	NA	admired	2	admired2	The princess admired the magician and went into a trance .
prime	amv	NA	admired	3	admired3	The employee admired the manager and received a good evaluation .
prime	amv	NA	admired	4	admired4	The nurse admired the doctor and worked diligently .
target	rrc	amv	admired	1	admired1	The singer admired
prime	rrc	NA	approached	2	approached2	The clerk approached by his manager submitted the report .
prime	rrc	NA	approached	3	approached3	The spy approached by the agent searched-for some answers .
prime	rrc	NA	approached	4	approached4	The pharmacist approached by the patient recommended the blue pills .
target	rrc	rrc	approached	1	approached1	The student approached
prime	rrc	NA	introduced	2	introduced2	The producer introduced by the association won many awards .
prime	rrc	NA	introduced	3	introduced3	The elf introduced by the magician danced happily .
prime	rrc	NA	introduced	4	introduced4	The therapist introduced by the doctor listened carefully .
target	rrc	rrc	introduced	1	introduced1	The speaker introduced
prime	urc	NA	sketched	2	sketched2	The apprentice who was sketched by the artist rolled-up the canvas .
prime	urc	NA	sketched	3	sketched3	The painter who was sketched by her student looked happy .
prime	urc	NA	sketched	4	sketched4	The robot who was sketched by the illustrator gained popularity rapidly .
target	rrc	urc	sketched	1	sketched1	The culprit sketched
