sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	amv	NA	chased	2	chased2	The monkey chased a hatter and stole his hats .
prime	amv	NA	chased	3	chased3	The thief chased the officer and stopped suddenly .
target	rrc	amv	chased	4	chased4	The dentist chased
prime	rrc	NA	recognized	1	recognized1	The man recognized by the spy took-off down the street .
prime	rrc	NA	recognized	2	recognized2	The actor recognized by the reporter waved enthusiastically .
prime	rrc	NA	recognized	3	recognized3	The poet recognized by the writer smiled .
target	rrc	rrc	recognized	4	recognized4	The driver recognized
prime	urc	NA	accompanied	1	accompanied1	The prince who was accompanied by the duke arrived at the palace .
prime	urc	NA	accompanied	2	accompanied2	The children who was accompanied by their guardian skipped to the park .
prime	urc	NA	accompanied	3	accompanied3	The toddler who was accompanied by her parents went to the store .
target	rrc	urc	accompanied	4	accompanied4	The builder accompanied
prime	amv	NA	paid	1	paid1	The cashier paid the customer and muttered something inaudibly .
prime	amv	NA	paid	2	paid2	The organization paid the government and expanded its mission .
prime	amv	NA	paid	3	paid3	The broker paid the company and signed the contract .
target	rrc	amv	paid	4	paid4	The entrepreneur paid
prime	rrc	NA	attacked	1	attacked1	The troops attacked by the terrorists suffered some heavy losses .
prime	rrc	NA	attacked	2	attacked2	The lion attacked by the hunter staggered into the forest .
prime	rrc	NA	attacked	3	attacked3	The senator attacked by the assassin went to the hospital .
target	rrc	rrc	attacked	4	attacked4	The analyst attacked
prime	urc	NA	consoled	1	consoled1	The widow who was consoled by her family felt better eventually .
prime	urc	NA	consoled	2	consoled2	The teenager who was consoled by the friend went to her home sullenly .
prime	urc	NA	consoled	3	consoled3	The woman who was consoled by her daughter smiled wistfully .
target	rrc	urc	consoled	4	consoled4	The athlete consoled
prime	prog_rrc	NA	scratched	1	scratched1	The girl being scratched by the cat enjoyed the sunny afternoon .
prime	prog_rrc	NA	scratched	2	scratched2	The toddler being scratched by the table exclaimed in-surprise .
prime	prog_rrc	NA	scratched	3	scratched3	The dog being scratched by a stranger barked loudly .
target	rrc	prog_rrc	scratched	4	scratched4	The diamond scratched
prime	prog_rrc	NA	captured	1	captured1	The policeman being captured by the kidnapper divulged a-lot-of information .
prime	prog_rrc	NA	captured	2	captured2	The witch being captured by the peasant cackled gleefully .
prime	prog_rrc	NA	captured	3	captured3	The suspect being captured by the investigator looked terrified .
target	rrc	prog_rrc	captured	4	captured4	The prisoners captured
prime	prog_rrc	NA	envied	1	envied1	The officer being envied by the assistant quit the job .
prime	prog_rrc	NA	envied	2	envied2	The principal being envied by the administration complained incessantly .
prime	prog_rrc	NA	envied	3	envied3	The man being envied by his sister bought a new car .
target	rrc	prog_rrc	envied	4	envied4	The plumber envied
prime	rrc	NA	examined	1	examined1	The defendant examined by the lawyer was unreliable .
prime	rrc	NA	examined	2	examined2	The engineer examined by a licensor passed the test .
prime	rrc	NA	examined	3	examined3	The industrialist examined by the auditor hid the money .
target	rrc	rrc	examined	4	examined4	The patient examined
prime	prog_rrc	NA	described	1	described1	The boy being described by the lady glowed joyfully .
prime	prog_rrc	NA	described	2	described2	The secretary being described by the visitor waited patiently .
prime	prog_rrc	NA	described	3	described3	The chemist being described by the writer was interested .
target	rrc	prog_rrc	described	4	described4	The physicist described
prime	prog_rrc	NA	loved	1	loved1	The landlord being loved by his tenants was considerate .
prime	prog_rrc	NA	loved	2	loved2	The comedian being loved by the audience impersonated a famous celebrity .
prime	prog_rrc	NA	loved	3	loved3	The kid being loved by her parents slept peacefully .
target	rrc	prog_rrc	loved	4	loved4	The janitor loved
prime	urc	NA	recorded	1	recorded1	The priest who was recorded by the mob preached non-violence .
prime	urc	NA	recorded	2	recorded2	The management who was recorded by the employee talked-about privacy .
prime	urc	NA	recorded	3	recorded3	The dancer who was recorded by his trainer practiced energetically .
target	rrc	urc	recorded	4	recorded4	The influencer recorded
