sent_type	struc	prime_type	verb	verb_num	sent_id	sentence	question	response
prime	amv	NA	betrayed	1	betrayed1	The politician betrayed the party and denied the allegations .
prime	amv	NA	betrayed	3	betrayed3	The businessman betrayed his partner and lost a-lot-of money .
target	rrc	amv	betrayed	3	betrayed3	The businessman betrayed
prime	prog_rrc	NA	challenged	4	challenged4	The programmer being challenged by the supervisor accepted her mistake .
prime	prog_rrc	NA	challenged	1	challenged1	The protestors being challenged by the authority marched on the streets .
prime	prog_rrc	NA	challenged	3	challenged3	The dragon being challenged by the wizard roared loudly .
target	rrc	prog_rrc	challenged	3	challenged3	The dragon challenged
prime	urc	NA	selected	4	selected4	The developer who was selected by the team solved the problem efficiently .
prime	urc	NA	selected	1	selected1	The applicant who was selected by the company gained more information .
prime	urc	NA	selected	3	selected3	The chef who was selected by the restaurant advertised his signature dish .
target	rrc	urc	selected	3	selected3	The chef selected
prime	prog_rrc	NA	congratulated	4	congratulated4	The valedictorian being congratulated by her family beamed joyfully .
prime	prog_rrc	NA	congratulated	1	congratulated1	The captain being congratulated by the team jumped excitedly .
prime	prog_rrc	NA	congratulated	3	congratulated3	The governor being congratulated by the president made a public-statement .
target	rrc	prog_rrc	congratulated	3	congratulated3	The governor congratulated
prime	urc	NA	encouraged	4	encouraged4	The hairdresser who was encouraged by her customer tried a new hairstyle .
prime	urc	NA	encouraged	1	encouraged1	The gymnast who was encouraged by the coach participated in the contest .
prime	urc	NA	encouraged	3	encouraged3	The teacher who was encouraged by her students brought some donuts .
target	rrc	urc	encouraged	3	encouraged3	The teacher encouraged
prime	amv	NA	identified	4	identified4	The electrician identified the company and was competent .
prime	amv	NA	identified	1	identified1	The thief identified the victim and ran-away in-fear .
prime	amv	NA	identified	3	identified3	The student identified the researcher and proposed an interesting project .
target	rrc	amv	identified	3	identified3	The student identified
prime	rrc	NA	admired	4	admired4	The nurse admired by the doctor worked diligently .
prime	rrc	NA	admired	1	admired1	The singer admired by her fans sang beautifully .
prime	rrc	NA	admired	3	admired3	The employee admired by the manager received a good evaluation .
target	rrc	rrc	admired	3	admired3	The employee admired
prime	urc	NA	approached	4	approached4	The pharmacist who was approached by the patient recommended the blue pills .
prime	urc	NA	approached	1	approached1	The student who was approached by the teacher passed the exam .
prime	urc	NA	approached	3	approached3	The spy who was approached by the agent searched-for some answers .
target	rrc	urc	approached	3	approached3	The spy approached
prime	urc	NA	introduced	4	introduced4	The therapist who was introduced by the doctor listened carefully .
prime	urc	NA	introduced	1	introduced1	The speaker who was introduced by the chairman charmed everyone .
prime	urc	NA	introduced	3	introduced3	The elf who was introduced by the magician danced happily .
target	rrc	urc	introduced	3	introduced3	The elf introduced
prime	prog_rrc	NA	sketched	4	sketched4	The robot being sketched by the illustrator gained popularity rapidly .
prime	prog_rrc	NA	sketched	1	sketched1	The culprit being sketched by the investigator escaped .
prime	prog_rrc	NA	sketched	3	sketched3	The painter being sketched by her student looked happy .
target	rrc	prog_rrc	sketched	3	sketched3	The painter sketched
